,M
46274,-1
46275,0
46276,2
46277,-3
46278,4
46279,-5
46280,5
46281,-4
46282,3
46283,-2
46284,1
46285,0
46286,-1
46287,2
46288,-2
46289,1
46290,0
46291,-1
46292,2
46293,-2
46294,1
46295,0
46296,0
46297,0
46298,0
46299,-1
46300,2
46301,-2
46302,2
46303,-2
46304,2
46305,-3
46306,4
46307,-4
46308,3
46309,-2
46310,1
46311,0
46312,-1
46313,2
46314,-3
46315,4
46316,-3
46317,2
46318,-2
46319,2
46320,-1
46321,1
46322,0
46323,-2
46324,3
46325,-3
46326,3
46327,-3
46328,3
46329,-3
46330,3
46331,-3
46332,3
46333,-3
46334,3
46335,-2
46336,1
46337,-1
46338,2
46339,-3
46340,4
46341,-4
46342,3
46343,-3
46344,4
46345,-4
46346,3
46347,-2
46348,1
46349,0
46350,0
46351,0
46352,0
46353,0
46354,1
46355,-2
46356,2
46357,-2
46358,3
46359,-4
46360,4
46361,-3
46362,2
46363,-1
46364,0
46365,-1
46366,2
46367,-1
46368,1
46369,-2
46370,1
46371,0
46372,0
46373,1
46374,-2
46375,1
46376,0
46377,1
46378,-2
46379,1
46380,1
46381,-2
46382,3
46383,-3
46384,1
46385,1
46386,-1
46387,1
46388,-1
46389,1
46390,-2
46391,3
46392,-3
46393,3
46394,-2
46395,0
46396,1
46397,-1
46398,1
46399,-1
46400,1
46401,-2
46402,3
46403,-4
46404,4
46405,-3
46406,2
46407,-2
46408,2
46409,-2
46410,2
46411,-1
46412,-1
46413,2
46414,-2
46415,2
46416,-2
46417,1
46418,0
46419,-1
46420,1
46421,-1
46422,0
46423,1
46424,-1
46425,0
46426,0
46427,0
46428,0
46429,1
46430,-2
46431,1
46432,0
46433,0
46434,0
46435,-1
46436,1
46437,-1
46438,2
46439,-3
46440,3
46441,-2
46442,2
46443,-2
46444,1
46445,0
46446,-1
46447,3
46448,-3
46449,2
46450,-2
46451,1
46452,0
46453,1
46454,-2
46455,1
46456,0
46457,-1
46458,2
46459,-2
46460,1
46461,0
46462,-1
46463,1
46464,0
46465,0
46466,1
46467,-3
46468,4
46469,-4
46470,4
46471,-3
46472,1
46473,0
46474,0
46475,0
46476,0
46477,0
46478,0
46479,0
46480,0
46481,0
46482,1
46483,-2
46484,2
46485,-1
46486,-1
46487,3
46488,-4
46489,4
46490,-4
46491,4
46492,-4
46493,4
46494,-4
46495,4
46496,-4
46497,4
46498,-3
46499,1
46500,0
46501,-1
46502,2
46503,-2
46504,2
46505,-3
46506,3
46507,-2
46508,1
46509,0
46510,-1
46511,1
46512,0
46513,-1
46514,1
46515,-1
46516,1
46517,0
46518,-1
46519,0
46520,1
46521,-1
46522,1
46523,0
46524,-2
46525,3
46526,-3
46527,3
46528,-3
46529,3
46530,-3
46531,2
46532,0
46533,-2
46534,3
46535,-3
46536,2
46537,0
46538,-2
46539,3
46540,-2
46541,0
46542,2
46543,-4
46544,5
46545,-4
46546,3
46547,-3
46548,2
46549,-1
46550,1
46551,-1
46552,0
46553,0
46554,0
46555,0
46556,1
46557,-2
46558,1
46559,0
46560,0
46561,0
46562,0
46563,0
46564,-812
46565,-823
46566,-836
46567,-835
46568,-843
46569,-832
46570,-830
46571,-811
46572,-794
46573,-768
46574,-740
46575,-702
46576,-668
46577,-619
46578,-577
46579,-525
46580,-476
46581,-423
46582,-371
46583,-319
46584,-269
46585,-221
46586,-172
46587,-130
46588,-84
46589,-47
46590,-6
46591,32
46592,68
46593,106
46594,146
46595,183
46596,230
46597,271
46598,322
46599,373
46600,427
46601,487
46602,545
46603,610
46604,671
46605,737
46606,795
46607,860
46608,911
46609,969
46610,1012
46611,1054
46612,1088
46613,1115
46614,1136
46615,1146
46616,1156
46617,1151
46618,1149
46619,1136
46620,1122
46621,1105
46622,1083
46623,1066
46624,1040
46625,1027
46626,999
46627,991
46628,965
46629,962
46630,943
46631,939
46632,930
46633,926
46634,921
46635,920
46636,915
46637,915
46638,913
46639,909
46640,907
46641,899
46642,894
46643,886
46644,874
46645,865
46646,847
46647,832
46648,813
46649,791
46650,768
46651,741
46652,714
46653,680
46654,650
46655,611
46656,573
46657,535
46658,485
46659,448
46660,391
46661,349
46662,291
46663,241
46664,184
46665,129
46666,69
46667,16
46668,-52
46669,-99
46670,-171
46671,-218
46672,-285
46673,-338
46674,-395
46675,-454
46676,-502
46677,-562
46678,-604
46679,-660
46680,-701
46681,-748
46682,-787
46683,-827
46684,-859
46685,-894
46686,-921
46687,-947
46688,-970
46689,-987
46690,-1003
46691,-1016
46692,-1027
46693,-1031
46694,-1040
46695,-1037
46696,-1043
46697,-1036
46698,-1038
46699,-1028
46700,-1025
46701,-1015
46702,-1004
46703,-994
46704,-980
46705,-960
46706,-949
46707,-922
46708,-906
46709,-880
46710,-853
46711,-833
46712,-801
46713,-782
46714,-753
46715,-734
46716,-713
46717,-697
46718,-686
46719,-677
46720,-674
46721,-677
46722,-680
46723,-695
46724,-701
46725,-722
46726,-735
46727,-753
46728,-773
46729,-781
46730,-800
46731,-803
46732,-811
46733,-812
46734,-809
46735,-805
46736,-796
46737,-788
46738,-778
46739,-771
46740,-761
46741,-761
46742,-758
46743,-765
46744,-771
46745,-786
46746,-799
46747,-823
46748,-836
46749,-862
46750,-875
46751,-891
46752,-898
46753,-901
46754,-889
46755,-877
46756,-843
46757,-809
46758,-759
46759,-697
46760,-633
46761,-554
46762,-475
46763,-385
46764,-298
46765,-203
46766,-114
46767,-22
46768,68
46769,151
46770,237
46771,318
46772,393
46773,472
46774,541
46775,616
46776,684
46777,757
46778,822
46779,897
46780,959
46781,1034
46782,1097
46783,1166
46784,1228
46785,1292
46786,1346
46787,1408
46788,1453
46789,1503
46790,1547
46791,1580
46792,1622
46793,1644
46794,1678
46795,1696
46796,1721
46797,1737
46798,1751
46799,1766
46800,1773
46801,1785
46802,1785
46803,1790
46804,1784
46805,1779
46806,1769
46807,1750
46808,1732
46809,1705
46810,1676
46811,1640
46812,1603
46813,1557
46814,1516
46815,1463
46816,1418
46817,1363
46818,1315
46819,1257
46820,1211
46821,1154
46822,1104
46823,1052
46824,998
46825,949
46826,893
46827,842
46828,785
46829,731
46830,674
46831,616
46832,552
46833,497
46834,425
46835,371
46836,296
46837,237
46838,162
46839,100
46840,27
46841,-41
46842,-108
46843,-183
46844,-246
46845,-321
46846,-383
46847,-453
46848,-520
46849,-579
46850,-646
46851,-699
46852,-760
46853,-809
46854,-858
46855,-904
46856,-941
46857,-982
46858,-1011
46859,-1040
46860,-1063
46861,-1085
46862,-1099
46863,-1117
46864,-1123
46865,-1136
46866,-1138
46867,-1143
46868,-1146
46869,-1144
46870,-1143
46871,-1139
46872,-1134
46873,-1127
46874,-1122
46875,-1110
46876,-1104
46877,-1095
46878,-1083
46879,-1080
46880,-1068
46881,-1065
46882,-1061
46883,-1055
46884,-1057
46885,-1057
46886,-1056
46887,-1061
46888,-1060
46889,-1064
46890,-1064
46891,-1061
46892,-1061
46893,-1052
46894,-1048
46895,-1034
46896,-1023
46897,-1011
46898,-993
46899,-983
46900,-965
46901,-958
46902,-945
46903,-940
46904,-936
46905,-934
46906,-936
46907,-937
46908,-937
46909,-935
46910,-926
46911,-916
46912,-886
46913,-860
46914,-803
46915,-747
46916,-666
46917,-572
46918,-466
46919,-341
46920,-211
46921,-64
46922,83
46923,237
46924,389
46925,535
46926,681
46927,805
46928,930
46929,1027
46930,1121
46931,1190
46932,1247
46933,1289
46934,1317
46935,1334
46936,1343
46937,1342
46938,1345
46939,1334
46940,1340
46941,1331
46942,1341
46943,1345
46944,1363
46945,1379
46946,1409
46947,1434
46948,1470
46949,1505
46950,1541
46951,1579
46952,1612
46953,1645
46954,1672
46955,1694
46956,1712
46957,1718
46958,1723
46959,1714
46960,1701
46961,1680
46962,1645
46963,1610
46964,1558
46965,1508
46966,1442
46967,1375
46968,1299
46969,1219
46970,1135
46971,1045
46972,953
46973,859
46974,763
46975,665
46976,568
46977,468
46978,369
46979,271
46980,168
46981,70
46982,-34
46983,-138
46984,-244
46985,-351
46986,-466
46987,-577
46988,-698
46989,-819
46990,-942
46991,-1074
46992,-1200
46993,-1338
46994,-1471
46995,-1607
46996,-1748
46997,-1882
46998,-2024
46999,-2158
47000,-2295
47001,-2429
47002,-2559
47003,-2688
47004,-2809
47005,-2927
47006,-3039
47007,-3141
47008,-3236
47009,-3320
47010,-3394
47011,-3454
47012,-3505
47013,-3538
47014,-3564
47015,-3573
47016,-3572
47017,-3563
47018,-3541
47019,-3519
47020,-3488
47021,-3456
47022,-3429
47023,-3396
47024,-3381
47025,-3355
47026,-3349
47027,-3340
47028,-3340
47029,-3341
47030,-3344
47031,-3338
47032,-3337
47033,-3311
47034,-3287
47035,-3227
47036,-3160
47037,-3058
47038,-2935
47039,-2779
47040,-2597
47041,-2382
47042,-2142
47043,-1873
47044,-1580
47045,-1269
47046,-934
47047,-590
47048,-227
47049,137
47050,518
47051,892
47052,1282
47053,1665
47054,2054
47055,2447
47056,2833
47057,3234
47058,3622
47059,4026
47060,4416
47061,4819
47062,5211
47063,5604
47064,5992
47065,6365
47066,6739
47067,7084
47068,7427
47069,7740
47070,8033
47071,8311
47072,8548
47073,8778
47074,8966
47075,9138
47076,9279
47077,9399
47078,9492
47079,9568
47080,9616
47081,9647
47082,9659
47083,9644
47084,9618
47085,9560
47086,9486
47087,9384
47088,9253
47089,9100
47090,8905
47091,8687
47092,8424
47093,8131
47094,7798
47095,7426
47096,7016
47097,6570
47098,6084
47099,5571
47100,5022
47101,4448
47102,3850
47103,3230
47104,2597
47105,1954
47106,1298
47107,650
47108,-11
47109,-648
47110,-1297
47111,-1913
47112,-2535
47113,-3122
47114,-3705
47115,-4258
47116,-4795
47117,-5310
47118,-5801
47119,-6273
47120,-6718
47121,-7145
47122,-7546
47123,-7927
47124,-8283
47125,-8615
47126,-8929
47127,-9207
47128,-9477
47129,-9701
47130,-9921
47131,-10099
47132,-10259
47133,-10392
47134,-10501
47135,-10587
47136,-10655
47137,-10699
47138,-10735
47139,-10751
47140,-10760
47141,-10767
47142,-10758
47143,-10763
47144,-10754
47145,-10755
47146,-10750
47147,-10751
47148,-10740
47149,-10734
47150,-10711
47151,-10675
47152,-10621
47153,-10539
47154,-10428
47155,-10283
47156,-10096
47157,-9865
47158,-9595
47159,-9268
47160,-8907
47161,-8492
47162,-8042
47163,-7554
47164,-7036
47165,-6486
47166,-5928
47167,-5343
47168,-4766
47169,-4174
47170,-3596
47171,-3015
47172,-2451
47173,-1896
47174,-1350
47175,-821
47176,-299
47177,218
47178,718
47179,1226
47180,1718
47181,2221
47182,2711
47183,3215
47184,3707
47185,4206
47186,4699
47187,5189
47188,5674
47189,6150
47190,6614
47191,7068
47192,7505
47193,7926
47194,8330
47195,8713
47196,9080
47197,9424
47198,9751
47199,10053
47200,10340
47201,10599
47202,10844
47203,11059
47204,11252
47205,11418
47206,11555
47207,11661
47208,11735
47209,11774
47210,11772
47211,11739
47212,11654
47213,11547
47214,11378
47215,11196
47216,10951
47217,10694
47218,10389
47219,10066
47220,9713
47221,9339
47222,8947
47223,8546
47224,8123
47225,7708
47226,7271
47227,6845
47228,6411
47229,5981
47230,5554
47231,5131
47232,4715
47233,4304
47234,3907
47235,3513
47236,3135
47237,2771
47238,2413
47239,2080
47240,1754
47241,1445
47242,1156
47243,876
47244,614
47245,365
47246,123
47247,-104
47248,-330
47249,-546
47250,-763
47251,-979
47252,-1200
47253,-1417
47254,-1649
47255,-1878
47256,-2120
47257,-2363
47258,-2616
47259,-2866
47260,-3132
47261,-3387
47262,-3646
47263,-3911
47264,-4155
47265,-4417
47266,-4650
47267,-4892
47268,-5113
47269,-5330
47270,-5536
47271,-5723
47272,-5908
47273,-6067
47274,-6222
47275,-6355
47276,-6475
47277,-6576
47278,-6661
47279,-6728
47280,-6771
47281,-6803
47282,-6803
47283,-6796
47284,-6755
47285,-6704
47286,-6629
47287,-6534
47288,-6424
47289,-6296
47290,-6148
47291,-5994
47292,-5818
47293,-5636
47294,-5445
47295,-5237
47296,-5033
47297,-4811
47298,-4595
47299,-4365
47300,-4141
47301,-3909
47302,-3681
47303,-3452
47304,-3224
47305,-3002
47306,-2783
47307,-2568
47308,-2363
47309,-2159
47310,-1968
47311,-1784
47312,-1604
47313,-1439
47314,-1271
47315,-1120
47316,-966
47317,-823
47318,-680
47319,-539
47320,-404
47321,-261
47322,-130
47323,13
47324,147
47325,288
47326,425
47327,562
47328,697
47329,828
47330,960
47331,1081
47332,1202
47333,1313
47334,1420
47335,1518
47336,1612
47337,1692
47338,1774
47339,1840
47340,1903
47341,1960
47342,2002
47343,2050
47344,2073
47345,2104
47346,2111
47347,2122
47348,2110
47349,2099
47350,2067
47351,2031
47352,1981
47353,1919
47354,1853
47355,1769
47356,1689
47357,1592
47358,1500
47359,1394
47360,1298
47361,1188
47362,1089
47363,982
47364,876
47365,768
47366,661
47367,543
47368,429
47369,299
47370,167
47371,23
47372,-130
47373,-289
47374,-465
47375,-638
47376,-826
47377,-1007
47378,-1192
47379,-1368
47380,-1534
47381,-1688
47382,-1818
47383,-1928
47384,-2008
47385,-2061
47386,-2078
47387,-2067
47388,-2017
47389,-1939
47390,-1828
47391,-1688
47392,-1524
47393,-1337
47394,-1135
47395,-915
47396,-685
47397,-455
47398,-209
47399,23
47400,267
47401,496
47402,730
47403,951
47404,1173
47405,1380
47406,1591
47407,1786
47408,1982
47409,2167
47410,2346
47411,2521
47412,2686
47413,2842
47414,2996
47415,3131
47416,3270
47417,3384
47418,3502
47419,3599
47420,3694
47421,3771
47422,3848
47423,3905
47424,3962
47425,4003
47426,4044
47427,4067
47428,4096
47429,4103
47430,4117
47431,4115
47432,4109
47433,4098
47434,4074
47435,4054
47436,4012
47437,3978
47438,3925
47439,3873
47440,3812
47441,3742
47442,3671
47443,3589
47444,3506
47445,3413
47446,3318
47447,3213
47448,3104
47449,2990
47450,2862
47451,2735
47452,2590
47453,2444
47454,2282
47455,2116
47456,1936
47457,1752
47458,1556
47459,1356
47460,1148
47461,939
47462,725
47463,517
47464,302
47465,101
47466,-105
47467,-293
47468,-484
47469,-656
47470,-830
47471,-982
47472,-1138
47473,-1277
47474,-1413
47475,-1543
47476,-1664
47477,-1785
47478,-1902
47479,-2011
47480,-2131
47481,-2231
47482,-2351
47483,-2448
47484,-2562
47485,-2662
47486,-2767
47487,-2867
47488,-2963
47489,-3061
47490,-3148
47491,-3244
47492,-3322
47493,-3416
47494,-3486
47495,-3576
47496,-3647
47497,-3727
47498,-3804
47499,-3875
47500,-3953
47501,-4022
47502,-4096
47503,-4163
47504,-4231
47505,-4295
47506,-4352
47507,-4410
47508,-4458
47509,-4506
47510,-4542
47511,-4575
47512,-4602
47513,-4620
47514,-4635
47515,-4638
47516,-4637
47517,-4629
47518,-4612
47519,-4591
47520,-4556
47521,-4519
47522,-4470
47523,-4411
47524,-4350
47525,-4267
47526,-4192
47527,-4088
47528,-3996
47529,-3877
47530,-3765
47531,-3640
47532,-3508
47533,-3381
47534,-3238
47535,-3108
47536,-2962
47537,-2832
47538,-2687
47539,-2555
47540,-2412
47541,-2280
47542,-2136
47543,-1999
47544,-1849
47545,-1702
47546,-1539
47547,-1377
47548,-1198
47549,-1016
47550,-816
47551,-611
47552,-391
47553,-166
47554,66
47555,312
47556,550
47557,803
47558,1046
47559,1292
47560,1532
47561,1765
47562,1995
47563,2208
47564,2421
47565,2619
47566,2806
47567,2990
47568,3156
47569,3320
47570,3471
47571,3622
47572,3752
47573,3893
47574,4009
47575,4133
47576,4241
47577,4343
47578,4439
47579,4524
47580,4601
47581,4669
47582,4722
47583,4771
47584,4803
47585,4828
47586,4842
47587,4844
47588,4838
47589,4824
47590,4794
47591,4771
47592,4721
47593,4684
47594,4625
47595,4570
47596,4502
47597,4435
47598,4355
47599,4277
47600,4185
47601,4094
47602,3996
47603,3889
47604,3785
47605,3668
47606,3557
47607,3435
47608,3320
47609,3197
47610,3080
47611,2963
47612,2848
47613,2736
47614,2628
47615,2522
47616,2420
47617,2324
47618,2225
47619,2130
47620,2037
47621,1940
47622,1846
47623,1745
47624,1643
47625,1533
47626,1424
47627,1303
47628,1178
47629,1052
47630,907
47631,772
47632,621
47633,468
47634,316
47635,150
47636,-6
47637,-173
47638,-336
47639,-501
47640,-665
47641,-828
47642,-987
47643,-1148
47644,-1298
47645,-1453
47646,-1594
47647,-1739
47648,-1870
47649,-2001
47650,-2118
47651,-2234
47652,-2338
47653,-2436
47654,-2526
47655,-2606
47656,-2681
47657,-2746
47658,-2806
47659,-2858
47660,-2907
47661,-2948
47662,-2986
47663,-3023
47664,-3053
47665,-3085
47666,-3110
47667,-3137
47668,-3160
47669,-3184
47670,-3202
47671,-3222
47672,-3232
47673,-3246
47674,-3248
47675,-3255
47676,-3243
47677,-3241
47678,-3217
47679,-3200
47680,-3166
47681,-3133
47682,-3088
47683,-3042
47684,-2987
47685,-2926
47686,-2862
47687,-2794
47688,-2718
47689,-2643
47690,-2562
47691,-2474
47692,-2390
47693,-2297
47694,-2201
47695,-2108
47696,-2004
47697,-1902
47698,-1797
47699,-1688
47700,-1579
47701,-1469
47702,-1356
47703,-1246
47704,-1138
47705,-1026
47706,-924
47707,-820
47708,-723
47709,-632
47710,-542
47711,-462
47712,-385
47713,-314
47714,-250
47715,-186
47716,-132
47717,-77
47718,-24
47719,22
47720,78
47721,123
47722,178
47723,232
47724,286
47725,348
47726,410
47727,475
47728,543
47729,618
47730,686
47731,768
47732,838
47733,920
47734,990
47735,1073
47736,1137
47737,1217
47738,1278
47739,1345
47740,1404
47741,1458
47742,1510
47743,1553
47744,1592
47745,1624
47746,1653
47747,1667
47748,1689
47749,1686
47750,1696
47751,1684
47752,1676
47753,1658
47754,1636
47755,1612
47756,1580
47757,1550
47758,1515
47759,1478
47760,1444
47761,1406
47762,1368
47763,1336
47764,1298
47765,1263
47766,1234
47767,1192
47768,1167
47769,1124
47770,1091
47771,1053
47772,1007
47773,969
47774,916
47775,866
47776,814
47777,754
47778,696
47779,635
47780,571
47781,509
47782,450
47783,386
47784,331
47785,274
47786,222
47787,171
47788,128
47789,79
47790,42
47791,-4
47792,-40
47793,-84
47794,-123
47795,-165
47796,-210
47797,-256
47798,-300
47799,-350
47800,-394
47801,-439
47802,-485
47803,-519
47804,-554
47805,-578
47806,-595
47807,-601
47808,-600
47809,-584
47810,-560
47811,-525
47812,-480
47813,-427
47814,-368
47815,-298
47816,-234
47817,-155
47818,-92
47819,-12
47820,49
47821,119
47822,178
47823,233
47824,285
47825,332
47826,371
47827,413
47828,443
47829,482
47830,507
47831,541
47832,567
47833,596
47834,627
47835,653
47836,682
47837,710
47838,736
47839,762
47840,785
47841,806
47842,828
47843,841
47844,861
47845,867
47846,882
47847,885
47848,898
47849,896
47850,909
47851,904
47852,918
47853,914
47854,923
47855,925
47856,928
47857,933
47858,933
47859,932
47860,930
47861,921
47862,914
47863,894
47864,878
47865,848
47866,817
47867,780
47868,733
47869,684
47870,629
47871,562
47872,502
47873,426
47874,353
47875,276
47876,194
47877,113
47878,30
47879,-55
47880,-137
47881,-220
47882,-301
47883,-382
47884,-460
47885,-534
47886,-607
47887,-677
47888,-743
47889,-808
47890,-866
47891,-922
47892,-976
47893,-1023
47894,-1072
47895,-1109
47896,-1150
47897,-1185
47898,-1212
47899,-1247
47900,-1265
47901,-1292
47902,-1310
47903,-1328
47904,-1341
47905,-1361
47906,-1367
47907,-1388
47908,-1394
47909,-1411
47910,-1421
47911,-1438
47912,-1452
47913,-1468
47914,-1487
47915,-1505
47916,-1522
47917,-1547
47918,-1559
47919,-1589
47920,-1597
47921,-1622
47922,-1634
47923,-1646
47924,-1661
47925,-1661
47926,-1672
47927,-1667
47928,-1669
47929,-1660
47930,-1654
47931,-1640
47932,-1629
47933,-1612
47934,-1593
47935,-1575
47936,-1550
47937,-1527
47938,-1499
47939,-1463
47940,-1432
47941,-1384
47942,-1340
47943,-1280
47944,-1218
47945,-1144
47946,-1062
47947,-967
47948,-869
47949,-753
47950,-639
47951,-510
47952,-378
47953,-246
47954,-104
47955,27
47956,164
47957,292
47958,413
47959,527
47960,628
47961,716
47962,800
47963,856
47964,916
47965,947
47966,978
47967,989
47968,995
47969,989
47970,981
47971,959
47972,945
47973,916
47974,896
47975,873
47976,850
47977,837
47978,818
47979,814
47980,807
47981,809
47982,817
47983,828
47984,847
47985,871
47986,896
47987,930
47988,964
47989,1003
47990,1045
47991,1086
47992,1131
47993,1175
47994,1220
47995,1263
47996,1308
47997,1346
47998,1388
47999,1426
48000,1458
48001,1496
48002,1521
48003,1551
48004,1575
48005,1596
48006,1615
48007,1631
48008,1641
48009,1651
48010,1655
48011,1655
48012,1651
48013,1645
48014,1627
48015,1615
48016,1587
48017,1562
48018,1530
48019,1491
48020,1451
48021,1408
48022,1355
48023,1312
48024,1250
48025,1204
48026,1142
48027,1090
48028,1031
48029,976
48030,921
48031,862
48032,812
48033,753
48034,703
48035,649
48036,592
48037,547
48038,488
48039,440
48040,387
48041,336
48042,286
48043,235
48044,186
48045,137
48046,89
48047,44
48048,-5
48049,-50
48050,-92
48051,-145
48052,-182
48053,-233
48054,-279
48055,-324
48056,-378
48057,-425
48058,-478
48059,-532
48060,-584
48061,-642
48062,-695
48063,-752
48064,-804
48065,-860
48066,-909
48067,-961
48068,-1005
48069,-1052
48070,-1090
48071,-1132
48072,-1165
48073,-1201
48074,-1229
48075,-1261
48076,-1284
48077,-1315
48078,-1333
48079,-1361
48080,-1377
48081,-1402
48082,-1413
48083,-1435
48084,-1439
48085,-1455
48086,-1455
48087,-1459
48088,-1454
48089,-1447
48090,-1435
48091,-1418
48092,-1400
48093,-1373
48094,-1352
48095,-1322
48096,-1297
48097,-1269
48098,-1242
48099,-1221
48100,-1200
48101,-1183
48102,-1172
48103,-1160
48104,-1159
48105,-1156
48106,-1160
48107,-1163
48108,-1169
48109,-1178
48110,-1177
48111,-1189
48112,-1178
48113,-1181
48114,-1165
48115,-1150
48116,-1122
48117,-1088
48118,-1045
48119,-994
48120,-931
48121,-865
48122,-781
48123,-702
48124,-607
48125,-508
48126,-412
48127,-299
48128,-201
48129,-88
48130,14
48131,120
48132,220
48133,317
48134,409
48135,497
48136,580
48137,655
48138,731
48139,792
48140,864
48141,916
48142,980
48143,1031
48144,1084
48145,1140
48146,1185
48147,1241
48148,1286
48149,1336
48150,1382
48151,1426
48152,1469
48153,1505
48154,1541
48155,1568
48156,1594
48157,1609
48158,1624
48159,1623
48160,1628
48161,1612
48162,1602
48163,1578
48164,1552
48165,1522
48166,1481
48167,1444
48168,1395
48169,1351
48170,1296
48171,1246
48172,1184
48173,1131
48174,1064
48175,1006
48176,936
48177,874
48178,801
48179,734
48180,664
48181,589
48182,524
48183,443
48184,381
48185,301
48186,237
48187,164
48188,93
48189,28
48190,-43
48191,-111
48192,-174
48193,-247
48194,-310
48195,-375
48196,-443
48197,-504
48198,-568
48199,-628
48200,-685
48201,-738
48202,-789
48203,-832
48204,-871
48205,-903
48206,-930
48207,-950
48208,-963
48209,-971
48210,-970
48211,-970
48212,-960
48213,-950
48214,-937
48215,-919
48216,-908
48217,-885
48218,-873
48219,-853
48220,-839
48221,-823
48222,-806
48223,-791
48224,-774
48225,-760
48226,-740
48227,-726
48228,-704
48229,-691
48230,-671
48231,-656
48232,-642
48233,-628
48234,-624
48235,-612
48236,-617
48237,-611
48238,-621
48239,-626
48240,-633
48241,-644
48242,-646
48243,-652
48244,-648
48245,-638
48246,-620
48247,-587
48248,-549
48249,-492
48250,-428
48251,-344
48252,-255
48253,-150
48254,-40
48255,81
48256,202
48257,335
48258,452
48259,585
48260,696
48261,815
48262,914
48263,1008
48264,1092
48265,1159
48266,1224
48267,1265
48268,1307
48269,1328
48270,1348
48271,1354
48272,1353
48273,1347
48274,1334
48275,1316
48276,1294
48277,1266
48278,1239
48279,1202
48280,1169
48281,1128
48282,1085
48283,1042
48284,991
48285,940
48286,886
48287,826
48288,767
48289,701
48290,636
48291,566
48292,495
48293,423
48294,349
48295,276
48296,205
48297,130
48298,68
48299,-3
48300,-59
48301,-115
48302,-165
48303,-202
48304,-239
48305,-261
48306,-279
48307,-286
48308,-288
48309,-277
48310,-264
48311,-244
48312,-217
48313,-192
48314,-162
48315,-131
48316,-108
48317,-79
48318,-64
48319,-47
48320,-43
48321,-43
48322,-52
48323,-68
48324,-94
48325,-124
48326,-163
48327,-206
48328,-252
48329,-304
48330,-353
48331,-403
48332,-453
48333,-493
48334,-536
48335,-566
48336,-592
48337,-606
48338,-617
48339,-611
48340,-605
48341,-583
48342,-558
48343,-523
48344,-488
48345,-444
48346,-403
48347,-362
48348,-319
48349,-290
48350,-254
48351,-239
48352,-221
48353,-222
48354,-225
48355,-241
48356,-266
48357,-294
48358,-333
48359,-371
48360,-412
48361,-454
48362,-491
48363,-523
48364,-551
48365,-566
48366,-580
48367,-575
48368,-572
48369,-546
48370,-530
48371,-490
48372,-461
48373,-417
48374,-375
48375,-336
48376,-293
48377,-255
48378,-219
48379,-179
48380,-151
48381,-111
48382,-82
48383,-42
48384,-1
48385,41
48386,98
48387,156
48388,225
48389,304
48390,386
48391,483
48392,580
48393,688
48394,792
48395,902
48396,1005
48397,1108
48398,1201
48399,1283
48400,1359
48401,1411
48402,1454
48403,1479
48404,1477
48405,1466
48406,1419
48407,1361
48408,1270
48409,1159
48410,1019
48411,855
48412,665
48413,447
48414,208
48415,-62
48416,-341
48417,-653
48418,-967
48419,-1300
48420,-1634
48421,-1968
48422,-2296
48423,-2608
48424,-2903
48425,-3164
48426,-3400
48427,-3589
48428,-3737
48429,-3839
48430,-3886
48431,-3886
48432,-3830
48433,-3730
48434,-3579
48435,-3391
48436,-3160
48437,-2906
48438,-2621
48439,-2325
48440,-2013
48441,-1704
48442,-1389
48443,-1091
48444,-795
48445,-519
48446,-260
48447,-18
48448,206
48449,409
48450,598
48451,770
48452,927
48453,1075
48454,1214
48455,1338
48456,1469
48457,1579
48458,1701
48459,1807
48460,1913
48461,2020
48462,2112
48463,2211
48464,2292
48465,2373
48466,2441
48467,2504
48468,2552
48469,2595
48470,2623
48471,2642
48472,2652
48473,2648
48474,2640
48475,2620
48476,2593
48477,2562
48478,2521
48479,2482
48480,2433
48481,2387
48482,2335
48483,2286
48484,2233
48485,2184
48486,2128
48487,2081
48488,2023
48489,1978
48490,1915
48491,1867
48492,1805
48493,1743
48494,1683
48495,1609
48496,1538
48497,1458
48498,1372
48499,1284
48500,1185
48501,1084
48502,976
48503,865
48504,748
48505,629
48506,505
48507,384
48508,257
48509,137
48510,9
48511,-105
48512,-230
48513,-336
48514,-453
48515,-552
48516,-656
48517,-749
48518,-839
48519,-919
48520,-1000
48521,-1065
48522,-1138
48523,-1186
48524,-1246
48525,-1283
48526,-1326
48527,-1354
48528,-1377
48529,-1394
48530,-1401
48531,-1403
48532,-1395
48533,-1381
48534,-1361
48535,-1330
48536,-1297
48537,-1253
48538,-1205
48539,-1155
48540,-1094
48541,-1035
48542,-969
48543,-901
48544,-834
48545,-764
48546,-696
48547,-628
48548,-562
48549,-499
48550,-442
48551,-381
48552,-336
48553,-283
48554,-248
48555,-209
48556,-178
48557,-155
48558,-133
48559,-122
48560,-112
48561,-110
48562,-113
48563,-123
48564,-137
48565,-161
48566,-185
48567,-224
48568,-265
48569,-314
48570,-372
48571,-436
48572,-506
48573,-588
48574,-668
48575,-759
48576,-853
48577,-949
48578,-1047
48579,-1144
48580,-1242
48581,-1334
48582,-1426
48583,-1509
48584,-1589
48585,-1663
48586,-1728
48587,-1794
48588,-1841
48589,-1904
48590,-1941
48591,-1994
48592,-2035
48593,-2078
48594,-2124
48595,-2168
48596,-2212
48597,-2260
48598,-2305
48599,-2349
48600,-2389
48601,-2425
48602,-2448
48603,-2473
