,M
64714,2
64715,-3
64716,3
64717,-2
64718,1
64719,-1
64720,1
64721,-1
64722,1
64723,0
64724,-1
64725,1
64726,0
64727,-1
64728,1
64729,0
64730,-1
64731,1
64732,0
64733,-2
64734,3
64735,-2
64736,0
64737,2
64738,-3
64739,2
64740,-1
64741,1
64742,-1
64743,2
64744,-3
64745,2
64746,-1
64747,2
64748,-3
64749,3
64750,-3
64751,2
64752,0
64753,-1
64754,0
64755,1
64756,-2
64757,2
64758,-1
64759,0
64760,0
64761,0
64762,0
64763,0
64764,1
64765,-3
64766,3
64767,-1
64768,-1
64769,2
64770,-3
64771,3
64772,-2
64773,1
64774,0
64775,-1
64776,2
64777,-3
64778,4
64779,-4
64780,3
64781,-1
64782,-1
64783,2
64784,-2
64785,1
64786,0
64787,0
64788,-1
64789,2
64790,-2
64791,2
64792,-1
64793,0
64794,0
64795,1
64796,-2
64797,3
64798,-3
64799,2
64800,-1
64801,1
64802,-2
64803,3
64804,-3
64805,2
64806,0
64807,-2
64808,2
64809,-1
64810,0
64811,0
64812,1
64813,-2
64814,2
64815,-2
64816,1
64817,0
64818,0
64819,1
64820,-2
64821,3
64822,-4
64823,4
64824,-3
64825,3
64826,-3
64827,3
64828,-3
64829,2
64830,-1
64831,1
64832,-1
64833,1
64834,-2
64835,2
64836,-1
64837,1
64838,-2
64839,2
64840,-2
64841,2
64842,-1
64843,0
64844,0
64845,1
64846,-2
64847,2
64848,-1
64849,1
64850,-2
64851,3
64852,-4
64853,5
64854,-5
64855,4
64856,-3
64857,2
64858,-1
64859,0
64860,1
64861,-2
64862,3
64863,-4
64864,5
64865,-5
64866,4
64867,-3
64868,2
64869,-1
64870,1
64871,-2
64872,3
64873,-3
64874,3
64875,-3
64876,2
64877,-1
64878,1
64879,-1
64880,1
64881,-2
64882,3
64883,-3
64884,2
64885,-1
64886,0
64887,2
64888,-3
64889,2
64890,-2
64891,2
64892,-1
64893,1
64894,-1
64895,0
64896,1
64897,-2
64898,3
64899,-3
64900,3
64901,-3
64902,3
64903,-3
64904,3
64905,-2
64906,0
64907,1
64908,-2
64909,3
64910,-2
64911,0
64912,1
64913,-3
64914,5
64915,-5
64916,4
64917,-4
64918,4
64919,-3
64920,3
64921,-3
64922,1
64923,0
64924,0
64925,1
64926,-1
64927,0
64928,0
64929,0
64930,0
64931,1
64932,-1
64933,0
64934,1
64935,-2
64936,3
64937,-3
64938,2
64939,-1
64940,0
64941,0
64942,0
64943,0
64944,1
64945,-2
64946,1
64947,0
64948,0
64949,1
64950,-2
64951,2
64952,-1
64953,0
64954,0
64955,0
64956,0
64957,2
64958,-4
64959,4
64960,-3
64961,2
64962,0
64963,-1
64964,1
64965,-1
64966,1
64967,-1
64968,2
64969,-3
64970,3
64971,-3
64972,3
64973,-2
64974,0
64975,1
64976,-1
64977,2
64978,-3
64979,2
64980,0
64981,-2
64982,3
64983,-2
64984,0
64985,2
64986,-4
64987,4
64988,-3
64989,2
64990,0
64991,-1
64992,0
64993,1
64994,-2
64995,3
64996,-3
64997,3
64998,-3
64999,3
65000,-3
65001,2
65002,0
65003,-2
65004,2
65005,-1
65006,1
65007,-1
65008,0
65009,0
65010,0
65011,1
65012,-2
65013,2
65014,-2
65015,2
65016,-1
65017,0
65018,0
65019,0
65020,1
65021,-1
65022,1
65023,-1
65024,1
65025,-1
65026,1
65027,-1
65028,1
65029,0
65030,-1
65031,2
65032,-3
65033,2
65034,-1
65035,0
65036,2
65037,-3
65038,3
65039,-3
65040,2
65041,-1
65042,0
65043,1
65044,-1
65045,2
65046,-3
65047,3
65048,-3
65049,3
65050,-2
65051,1
65052,-1
65053,1
65054,0
65055,0
65056,-1
65057,1
65058,-1
65059,2
65060,-2
65061,1
65062,0
65063,-1
65064,2
65065,-3
65066,3
65067,-3
65068,4
65069,-4
65070,2
65071,0
65072,-2
65073,4
65074,-3
65075,1
65076,-1
65077,1
65078,0
65079,0
65080,0
65081,-1
65082,1
65083,0
65084,0
65085,0
65086,-1
65087,1
65088,0
65089,-1
65090,1
65091,-1
65092,1
65093,0
65094,-1
65095,0
65096,0
65097,1
65098,-1
65099,2
65100,-3
65101,2
65102,-1
65103,1
65104,0
65105,0
65106,-1
65107,1
65108,1
65109,-2
65110,2
65111,-2
65112,1
65113,1
65114,-2
65115,2
65116,-2
65117,1
65118,0
65119,0
65120,-1
65121,1
65122,-1
65123,1
65124,-1
65125,0
65126,0
65127,1
65128,-1
65129,1
65130,-2
65131,2
65132,-2
65133,3
65134,-3
65135,3
65136,-3
65137,2
65138,-1
65139,0
65140,2
65141,-3
65142,2
65143,-1
65144,0
65145,2
65146,-3
65147,3
65148,-4
65149,4
65150,-3
65151,2
65152,-1
65153,1
65154,-2
65155,2
65156,-2
65157,-2965
65158,-2812
65159,-2619
65160,-2396
65161,-2136
65162,-1852
65163,-1538
65164,-1207
65165,-862
65166,-508
65167,-157
65168,193
65169,529
65170,847
65171,1153
65172,1429
65173,1690
65174,1926
65175,2144
65176,2346
65177,2532
65178,2709
65179,2876
65180,3037
65181,3193
65182,3340
65183,3482
65184,3613
65185,3727
65186,3831
65187,3899
65188,3955
65189,3965
65190,3958
65191,3903
65192,3825
65193,3710
65194,3573
65195,3414
65196,3244
65197,3067
65198,2896
65199,2738
65200,2595
65201,2488
65202,2395
65203,2352
65204,2325
65205,2336
65206,2371
65207,2417
65208,2484
65209,2543
65210,2601
65211,2642
65212,2662
65213,2654
65214,2614
65215,2541
65216,2432
65217,2297
65218,2124
65219,1935
65220,1718
65221,1491
65222,1250
65223,997
65224,747
65225,482
65226,220
65227,-56
65228,-333
65229,-629
65230,-931
65231,-1253
65232,-1588
65233,-1938
65234,-2299
65235,-2670
65236,-3037
65237,-3404
65238,-3746
65239,-4073
65240,-4354
65241,-4606
65242,-4790
65243,-4936
65244,-5009
65245,-5034
65246,-4996
65247,-4913
65248,-4782
65249,-4626
65250,-4441
65251,-4246
65252,-4054
65253,-3866
65254,-3695
65255,-3550
65256,-3417
65257,-3316
65258,-3227
65259,-3147
65260,-3080
65261,-2991
65262,-2902
65263,-2772
65264,-2613
65265,-2417
65266,-2160
65267,-1878
65268,-1526
65269,-1155
65270,-736
65271,-302
65272,148
65273,598
65274,1031
65275,1447
65276,1823
65277,2162
65278,2448
65279,2691
65280,2873
65281,3017
65282,3105
65283,3163
65284,3186
65285,3182
65286,3166
65287,3133
65288,3101
65289,3064
65290,3031
65291,3000
65292,2971
65293,2942
65294,2912
65295,2876
65296,2829
65297,2778
65298,2700
65299,2623
65300,2514
65301,2405
65302,2270
65303,2139
65304,1987
65305,1847
65306,1700
65307,1562
65308,1438
65309,1322
65310,1225
65311,1146
65312,1079
65313,1031
65314,998
65315,971
65316,956
65317,938
65318,920
65319,894
65320,854
65321,795
65322,714
65323,603
65324,466
65325,288
65326,83
65327,-167
65328,-443
65329,-759
65330,-1097
65331,-1460
65332,-1840
65333,-2223
65334,-2605
65335,-2974
65336,-3311
65337,-3623
65338,-3874
65339,-4080
65340,-4213
65341,-4276
65342,-4271
65343,-4184
65344,-4032
65345,-3810
65346,-3535
65347,-3213
65348,-2863
65349,-2491
65350,-2125
65351,-1766
65352,-1441
65353,-1152
65354,-910
65355,-726
65356,-599
65357,-522
65358,-503
65359,-517
65360,-569
65361,-634
65362,-705
65363,-768
65364,-801
65365,-806
65366,-762
65367,-665
65368,-520
65369,-316
65370,-61
65371,229
65372,567
65373,909
65374,1281
65375,1631
65376,1982
65377,2290
65378,2573
65379,2801
65380,2987
65381,3109
65382,3189
65383,3205
65384,3182
65385,3109
65386,3005
65387,2866
65388,2711
65389,2532
65390,2351
65391,2158
65392,1971
65393,1778
65394,1594
65395,1408
65396,1231
65397,1048
65398,874
65399,687
65400,509
65401,312
65402,119
65403,-91
65404,-307
65405,-530
65406,-765
65407,-1008
65408,-1252
65409,-1507
65410,-1755
65411,-2003
65412,-2242
65413,-2468
65414,-2676
65415,-2861
65416,-3016
65417,-3136
65418,-3222
65419,-3257
65420,-3256
65421,-3199
65422,-3103
65423,-2957
65424,-2770
65425,-2548
65426,-2290
65427,-2016
65428,-1721
65429,-1423
65430,-1124
65431,-838
65432,-562
65433,-317
65434,-87
65435,113
65436,284
65437,445
65438,572
65439,698
65440,815
65441,929
65442,1054
65443,1192
65444,1338
65445,1513
65446,1698
65447,1901
65448,2120
65449,2342
65450,2566
65451,2783
65452,2986
65453,3166
65454,3324
65455,3444
65456,3537
65457,3593
65458,3620
65459,3621
65460,3599
65461,3566
65462,3524
65463,3486
65464,3453
65465,3439
65466,3434
65467,3456
65468,3486
65469,3538
65470,3593
65471,3648
65472,3695
65473,3722
65474,3721
65475,3684
65476,3597
65477,3462
65478,3270
65479,3017
65480,2716
65481,2350
65482,1948
65483,1496
65484,1016
65485,511
65486,-13
65487,-536
65488,-1068
65489,-1581
65490,-2094
65491,-2578
65492,-3051
65493,-3496
65494,-3924
65495,-4322
65496,-4702
65497,-5053
65498,-5380
65499,-5680
65500,-5948
65501,-6187
65502,-6391
65503,-6555
65504,-6685
65505,-6763
65506,-6812
65507,-6798
65508,-6763
65509,-6664
65510,-6549
65511,-6380
65512,-6194
65513,-5980
65514,-5740
65515,-5498
65516,-5231
65517,-4966
65518,-4693
65519,-4414
65520,-4132
65521,-3846
65522,-3547
65523,-3247
65524,-2922
65525,-2596
65526,-2242
65527,-1876
65528,-1493
65529,-1089
65530,-678
65531,-254
65532,177
65533,600
65534,1029
65535,1432
65536,1831
65537,2199
65538,2545
65539,2867
65540,3151
65541,3419
65542,3643
65543,3859
65544,4031
65545,4204
65546,4339
65547,4475
65548,4586
65549,4694
65550,4784
65551,4871
65552,4940
65553,5001
65554,5048
65555,5077
65556,5095
65557,5088
65558,5070
65559,5027
65560,4971
65561,4894
65562,4800
65563,4695
65564,4573
65565,4442
65566,4301
65567,4148
65568,3994
65569,3821
65570,3656
65571,3467
65572,3281
65573,3082
65574,2873
65575,2658
65576,2429
65577,2201
65578,1953
65579,1720
65580,1460
65581,1224
65582,971
65583,735
65584,498
65585,268
65586,46
65587,-171
65588,-387
65589,-599
65590,-817
65591,-1037
65592,-1267
65593,-1510
65594,-1767
65595,-2037
65596,-2323
65597,-2622
65598,-2927
65599,-3246
65600,-3548
65601,-3860
65602,-4139
65603,-4407
65604,-4640
65605,-4831
65606,-4990
65607,-5089
65608,-5155
65609,-5156
65610,-5124
65611,-5037
65612,-4914
65613,-4759
65614,-4566
65615,-4358
65616,-4126
65617,-3885
65618,-3629
65619,-3376
65620,-3107
65621,-2847
65622,-2575
65623,-2307
65624,-2033
65625,-1760
65626,-1478
65627,-1206
65628,-925
65629,-658
65630,-396
65631,-149
65632,77
65633,277
65634,448
65635,580
65636,673
65637,729
65638,737
65639,709
65640,647
65641,549
65642,436
65643,306
65644,171
65645,46
65646,-63
65647,-149
65648,-194
65649,-206
65650,-169
65651,-87
65652,44
65653,217
65654,431
65655,681
65656,949
65657,1244
65658,1539
65659,1836
65660,2124
65661,2389
65662,2631
65663,2840
65664,3011
65665,3143
65666,3235
65667,3282
65668,3292
65669,3259
65670,3199
65671,3098
65672,2986
65673,2836
65674,2690
65675,2519
65676,2355
65677,2188
65678,2027
65679,1876
65680,1738
65681,1613
65682,1502
65683,1412
65684,1327
65685,1266
65686,1202
65687,1157
65688,1105
65689,1061
65690,1006
65691,951
65692,881
65693,807
65694,716
65695,619
65696,511
65697,396
65698,282
65699,162
65700,54
65701,-56
65702,-145
65703,-226
65704,-290
65705,-336
65706,-371
65707,-385
65708,-393
65709,-389
65710,-381
65711,-373
65712,-366
65713,-364
65714,-375
65715,-389
65716,-422
65717,-460
65718,-508
65719,-568
65720,-626
65721,-694
65722,-759
65723,-822
65724,-890
65725,-942
65726,-1009
65727,-1061
65728,-1128
65729,-1194
65730,-1270
65731,-1361
65732,-1462
65733,-1586
65734,-1718
65735,-1873
65736,-2034
65737,-2203
65738,-2376
65739,-2534
65740,-2686
65741,-2807
65742,-2895
65743,-2947
65744,-2945
65745,-2899
65746,-2794
65747,-2638
65748,-2429
65749,-2176
65750,-1883
65751,-1560
65752,-1220
65753,-864
65754,-518
65755,-176
65756,139
65757,428
65758,682
65759,892
65760,1067
65761,1190
65762,1277
65763,1323
65764,1328
65765,1305
65766,1248
65767,1170
65768,1073
65769,959
65770,839
65771,710
65772,582
65773,461
65774,342
65775,249
65776,160
65777,106
65778,75
65779,72
65780,109
65781,171
65782,272
65783,402
65784,557
65785,727
65786,916
65787,1091
65788,1270
65789,1410
65790,1527
65791,1589
65792,1609
65793,1556
65794,1454
65795,1277
65796,1054
65797,775
65798,461
65799,125
65800,-225
65801,-558
65802,-875
65803,-1144
65804,-1360
65805,-1515
65806,-1598
65807,-1605
65808,-1547
65809,-1417
65810,-1237
65811,-1009
65812,-758
65813,-485
65814,-220
65815,33
65816,260
65817,447
65818,595
65819,697
65820,755
65821,771
65822,752
65823,705
65824,635
65825,559
65826,471
65827,390
65828,310
65829,238
65830,175
65831,113
65832,58
65833,-1
65834,-66
65835,-136
65836,-223
65837,-315
65838,-415
65839,-530
65840,-626
65841,-737
65842,-810
65843,-870
65844,-894
65845,-868
65846,-813
65847,-685
65848,-535
65849,-315
65850,-73
65851,209
65852,504
65853,808
65854,1101
65855,1382
65856,1621
65857,1830
65858,1983
65859,2091
65860,2145
65861,2151
65862,2114
65863,2044
65864,1944
65865,1834
65866,1709
65867,1597
65868,1483
65869,1395
65870,1313
65871,1257
65872,1212
65873,1183
65874,1156
65875,1138
65876,1108
65877,1081
65878,1031
65879,978
65880,904
65881,821
65882,728
65883,629
65884,526
65885,431
65886,334
65887,253
65888,171
65889,106
65890,36
65891,-29
65892,-103
65893,-191
65894,-299
65895,-429
65896,-594
65897,-784
65898,-1011
65899,-1259
65900,-1530
65901,-1810
65902,-2087
65903,-2355
65904,-2588
65905,-2786
65906,-2931
65907,-3010
65908,-3035
65909,-2979
65910,-2872
65911,-2696
65912,-2483
65913,-2230
65914,-1968
65915,-1701
65916,-1454
65917,-1242
65918,-1068
65919,-959
65920,-904
65921,-910
65922,-979
65923,-1082
65924,-1239
65925,-1399
65926,-1581
65927,-1736
65928,-1873
65929,-1964
65930,-2002
65931,-1982
65932,-1898
65933,-1751
65934,-1550
65935,-1302
65936,-1014
65937,-710
65938,-397
65939,-85
65940,192
65941,459
65942,666
65943,844
65944,966
65945,1047
65946,1089
65947,1094
65948,1074
65949,1041
65950,993
65951,955
65952,920
65953,899
65954,901
65955,919
65956,958
65957,1016
65958,1088
65959,1172
65960,1264
65961,1356
65962,1451
65963,1536
65964,1622
65965,1693
65966,1762
65967,1820
65968,1875
65969,1921
65970,1968
65971,2006
65972,2048
65973,2082
65974,2117
65975,2143
65976,2165
65977,2174
65978,2174
65979,2156
65980,2122
65981,2072
65982,1997
65983,1909
65984,1797
65985,1669
65986,1526
65987,1372
65988,1203
65989,1034
65990,856
65991,677
65992,504
65993,325
65994,162
65995,-8
65996,-160
65997,-311
65998,-454
65999,-582
66000,-710
66001,-817
66002,-924
66003,-1007
66004,-1091
66005,-1148
66006,-1204
66007,-1244
66008,-1269
66009,-1297
66010,-1302
66011,-1320
66012,-1324
66013,-1339
66014,-1350
66015,-1377
66016,-1398
66017,-1437
66018,-1471
66019,-1511
66020,-1549
66021,-1576
66022,-1592
66023,-1590
66024,-1561
66025,-1510
66026,-1421
66027,-1306
66028,-1160
66029,-984
66030,-795
66031,-585
66032,-378
66033,-177
66034,4
66035,156
66036,268
66037,331
66038,349
66039,300
66040,211
66041,64
66042,-119
66043,-330
66044,-563
66045,-796
66046,-1018
66047,-1216
66048,-1373
66049,-1485
66050,-1542
66051,-1537
66052,-1477
66053,-1359
66054,-1191
66055,-989
66056,-751
66057,-505
66058,-250
66059,-13
66060,212
66061,399
66062,558
66063,671
66064,744
66065,784
66066,781
66067,761
66068,710
66069,654
66070,587
66071,530
66072,467
66073,434
66074,397
66075,389
66076,387
66077,401
66078,420
66079,450
66080,477
66081,507
66082,528
66083,551
66084,562
66085,574
66086,580
66087,582
66088,588
66089,598
66090,607
66091,628
66092,649
66093,677
66094,706
66095,735
66096,759
66097,776
66098,780
66099,768
66100,739
66101,693
66102,624
66103,543
66104,442
66105,338
66106,224
66107,117
66108,12
66109,-73
66110,-143
66111,-190
66112,-210
66113,-208
66114,-180
66115,-127
66116,-67
66117,18
66118,95
66119,181
66120,253
66121,320
66122,364
66123,394
66124,406
66125,390
66126,376
66127,328
66128,291
66129,241
66130,196
66131,164
66132,134
66133,131
66134,131
66135,162
66136,192
66137,251
66138,304
66139,371
66140,431
66141,488
66142,533
66143,567
66144,583
66145,580
66146,562
66147,524
66148,479
66149,416
66150,351
66151,280
66152,210
66153,147
66154,88
66155,40
66156,-2
66157,-32
66158,-56
66159,-75
66160,-87
66161,-107
66162,-118
66163,-147
66164,-173
66165,-212
66166,-260
66167,-313
66168,-375
66169,-439
66170,-505
66171,-565
66172,-625
66173,-669
66174,-701
66175,-722
66176,-721
66177,-706
66178,-677
66179,-626
66180,-574
66181,-504
66182,-440
66183,-373
66184,-314
66185,-270
66186,-238
66187,-233
66188,-249
66189,-290
66190,-362
66191,-453
66192,-576
66193,-711
66194,-870
66195,-1031
66196,-1203
66197,-1366
66198,-1519
66199,-1661
66200,-1768
66201,-1857
66202,-1901
66203,-1914
66204,-1883
66205,-1818
66206,-1705
66207,-1564
66208,-1388
66209,-1187
66210,-968
66211,-739
66212,-500
66213,-276
66214,-53
66215,144
66216,318
66217,469
66218,581
66219,668
66220,718
66221,743
66222,736
66223,718
66224,669
66225,625
66226,565
66227,515
66228,469
66229,434
66230,417
66231,413
66232,434
66233,466
66234,526
66235,586
66236,670
66237,754
66238,843
66239,933
66240,1013
66241,1083
66242,1143
66243,1182
66244,1207
66245,1207
66246,1190
66247,1153
66248,1096
66249,1024
66250,939
66251,840
66252,740
66253,635
66254,528
66255,437
66256,343
66257,274
66258,213
66259,177
66260,156
66261,161
66262,182
66263,225
66264,283
66265,353
66266,432
66267,514
66268,591
66269,666
66270,714
66271,762
66272,765
66273,760
66274,714
66275,645
66276,550
66277,425
66278,285
66279,129
66280,-38
66281,-197
66282,-363
66283,-501
66284,-636
66285,-730
66286,-812
66287,-849
66288,-872
66289,-853
66290,-818
66291,-755
66292,-681
66293,-595
66294,-506
66295,-413
66296,-333
66297,-255
66298,-196
66299,-146
66300,-108
66301,-86
66302,-65
66303,-60
66304,-47
66305,-41
66306,-27
66307,-5
66308,21
66309,59
66310,103
66311,154
66312,206
66313,264
66314,312
66315,356
66316,395
66317,411
66318,424
66319,415
66320,393
66321,360
66322,317
66323,261
66324,206
66325,147
66326,89
66327,39
66328,-5
66329,-44
66330,-70
66331,-90
66332,-104
66333,-107
66334,-111
66335,-111
66336,-109
66337,-111
66338,-108
66339,-116
66340,-112
66341,-125
66342,-121
66343,-131
66344,-125
66345,-130
66346,-124
66347,-124
66348,-126
66349,-130
66350,-149
66351,-180
66352,-225
66353,-303
66354,-390
66355,-522
66356,-663
66357,-841
66358,-1034
66359,-1243
66360,-1459
66361,-1672
66362,-1870
66363,-2051
66364,-2188
66365,-2293
66366,-2334
66367,-2331
66368,-2257
66369,-2131
66370,-1945
66371,-1704
66372,-1427
66373,-1111
66374,-776
66375,-433
66376,-89
66377,236
66378,541
66379,812
66380,1048
66381,1240
66382,1396
66383,1511
66384,1589
66385,1642
66386,1664
66387,1673
66388,1669
66389,1655
66390,1639
66391,1623
66392,1603
66393,1591
66394,1563
66395,1547
66396,1512
66397,1473
66398,1426
66399,1355
66400,1287
66401,1192
66402,1101
66403,989
66404,886
66405,776
66406,674
66407,582
66408,494
66409,428
66410,366
66411,323
66412,285
66413,255
66414,228
66415,197
66416,162
66417,117
66418,60
66419,-10
66420,-91
66421,-188
66422,-284
66423,-394
66424,-495
66425,-593
66426,-683
66427,-754
66428,-813
66429,-855
66430,-882
66431,-896
66432,-909
66433,-913
66434,-935
66435,-966
66436,-1019
66437,-1102
66438,-1212
66439,-1360
66440,-1530
66441,-1735
66442,-1946
66443,-2174
66444,-2391
66445,-2589
66446,-2754
66447,-2870
66448,-2926
66449,-2911
66450,-2821
66451,-2644
66452,-2394
66453,-2057
66454,-1664
66455,-1203
66456,-707
66457,-180
66458,356
66459,883
66460,1391
66461,1857
66462,2280
66463,2639
66464,2941
66465,3170
66466,3340
66467,3441
66468,3491
66469,3482
66470,3442
66471,3351
66472,3252
66473,3115
66474,2979
66475,2827
66476,2679
66477,2524
66478,2379
66479,2231
66480,2093
66481,1958
66482,1831
66483,1711
66484,1599
66485,1492
66486,1397
66487,1306
66488,1230
66489,1156
66490,1093
66491,1030
66492,977
66493,913
66494,859
66495,783
66496,711
66497,616
66498,514
66499,391
66500,257
66501,107
66502,-52
66503,-221
66504,-391
66505,-564
66506,-726
66507,-888
66508,-1028
66509,-1166
66510,-1282
66511,-1391
66512,-1494
66513,-1584
66514,-1686
66515,-1784
66516,-1898
66517,-2029
66518,-2172
66519,-2345
66520,-2525
66521,-2736
66522,-2944
66523,-3165
66524,-3380
66525,-3577
66526,-3756
66527,-3897
66528,-3997
66529,-4049
66530,-4051
66531,-3995
66532,-3892
66533,-3743
66534,-3547
66535,-3333
66536,-3086
66537,-2844
66538,-2593
66539,-2366
66540,-2145
66541,-1965
66542,-1795
66543,-1668
66544,-1550
66545,-1454
66546,-1366
66547,-1270
66548,-1167
66549,-1037
66550,-878
66551,-684
66552,-444
66553,-171
66554,146
66555,489
66556,859
66557,1235
66558,1620
66559,1977
66560,2328
66561,2626
66562,2891
66563,3102
66564,3263
66565,3367
66566,3432
66567,3438
66568,3424
66569,3374
66570,3309
66571,3237
66572,3164
66573,3095
66574,3043
66575,2995
66576,2970
66577,2947
66578,2936
66579,2928
66580,2910
66581,2894
66582,2853
66583,2801
66584,2725
66585,2630
66586,2511
66587,2378
66588,2223
66589,2064
66590,1889
66591,1721
66592,1543
66593,1375
66594,1208
66595,1046
66596,886
66597,726
66598,565
66599,395
66600,221
66601,31
66602,-167
66603,-377
66604,-597
66605,-819
66606,-1041
66607,-1255
66608,-1448
66609,-1622
66610,-1756
66611,-1855
66612,-1904
66613,-1906
66614,-1859
66615,-1757
66616,-1617
66617,-1436
66618,-1220
66619,-997
66620,-747
66621,-510
66622,-277
66623,-64
66624,121
66625,280
66626,402
66627,494
66628,553
66629,582
66630,591
66631,574
66632,547
66633,507
66634,458
66635,406
66636,341
66637,278
66638,196
66639,108
66640,0
66641,-130
66642,-277
66643,-456
66644,-653
66645,-877
66646,-1118
66647,-1371
66648,-1630
66649,-1885
66650,-2125
66651,-2343
66652,-2528
66653,-2668
66654,-2771
66655,-2810
66656,-2812
66657,-2749
66658,-2651
66659,-2507
66660,-2338
66661,-2142
66662,-1939
66663,-1733
66664,-1538
66665,-1360
66666,-1202
66667,-1072
66668,-970
66669,-890
66670,-837
66671,-795
66672,-765
66673,-738
66674,-699
66675,-652
66676,-582
66677,-490
66678,-369
66679,-225
66680,-50
66681,138
66682,350
66683,561
66684,781
66685,986
66686,1182
66687,1348
66688,1493
66689,1599
66690,1671
66691,1707
66692,1706
66693,1672
66694,1606
66695,1519
66696,1406
66697,1284
66698,1152
66699,1015
66700,883
66701,755
66702,635
66703,531
66704,434
66705,358
66706,289
66707,238
66708,201
66709,171
66710,157
66711,150
66712,152
66713,162
66714,177
66715,199
66716,225
66717,255
66718,288
66719,323
66720,359
66721,397
66722,434
66723,469
66724,504
66725,534
66726,561
66727,588
66728,602
66729,619
66730,622
66731,622
66732,615
66733,596
66734,572
66735,533
66736,489
66737,431
66738,367
66739,286
66740,203
66741,106
66742,9
66743,-99
66744,-201
66745,-309
66746,-406
66747,-499
66748,-579
66749,-643
66750,-696
66751,-722
66752,-740
66753,-727
66754,-702
66755,-661
66756,-598
66757,-536
66758,-453
66759,-379
66760,-296
66761,-224
66762,-154
66763,-99
66764,-52
66765,-19
66766,3
66767,17
66768,19
66769,17
66770,16
66771,10
66772,20
66773,25
66774,51
66775,83
66776,130
66777,189
66778,261
66779,340
66780,427
66781,519
66782,606
66783,695
66784,775
66785,842
66786,902
66787,940
66788,970
66789,980
66790,975
66791,956
66792,927
66793,883
66794,840
66795,781
66796,728
66797,673
66798,618
66799,573
66800,529
66801,493
66802,470
66803,446
66804,440
66805,432
66806,438
66807,443
66808,452
66809,463
66810,467
66811,471
66812,462
66813,446
66814,410
66815,364
66816,291
66817,205
66818,96
66819,-38
66820,-183
66821,-351
66822,-528
66823,-713
66824,-903
66825,-1083
66826,-1256
66827,-1411
66828,-1541
66829,-1646
66830,-1709
66831,-1747
66832,-1739
66833,-1702
66834,-1626
66835,-1522
66836,-1398
66837,-1253
66838,-1104
66839,-950
66840,-804
66841,-674
66842,-558
66843,-472
66844,-406
66845,-367
66846,-355
66847,-356
66848,-382
66849,-408
66850,-444
66851,-472
66852,-492
66853,-497
66854,-485
66855,-453
66856,-403
66857,-334
66858,-257
66859,-169
66860,-88
66861,-6
66862,49
66863,96
66864,100
66865,86
66866,32
66867,-54
66868,-166
66869,-305
66870,-458
66871,2
66872,-2
66873,2
66874,-3
66875,3
66876,-3
66877,2
66878,-1
66879,0
66880,0
66881,1
66882,-1
66883,0
66884,1
66885,-2
66886,2
66887,-1
66888,1
66889,-1
66890,1
66891,-1
66892,0
66893,1
66894,-1
66895,2
66896,-3
66897,3
66898,-3
66899,3
66900,-2
66901,1
66902,-1
66903,1
66904,-1
66905,1
66906,-1
66907,1
66908,-1
66909,0
66910,1
66911,-1
66912,1
66913,-1
66914,1
66915,0
66916,0
66917,-1
66918,1
66919,-1
66920,2
66921,-2
66922,1
66923,-1
66924,1
66925,0
66926,-1
66927,1
66928,-1
66929,1
66930,0
66931,0
66932,-1
66933,1
66934,0
66935,-1
66936,1
66937,0
66938,0
66939,0
66940,0
66941,-1
66942,1
66943,1
66944,-1
66945,0
66946,1
66947,-3
66948,5
66949,-5
66950,4
66951,-3
66952,1
66953,1
66954,-2
66955,2
66956,-2
66957,1
66958,0
66959,0
66960,-1
66961,3
66962,-5
66963,5
66964,-3
66965,1
66966,0
66967,0
66968,-1
66969,2
66970,-2
66971,1
66972,0
66973,-1
66974,1
66975,0
66976,-1
66977,2
66978,-3
66979,3
66980,-2
66981,1
66982,0
66983,-1
66984,2
66985,-2
66986,1
66987,0
66988,-1
66989,2
66990,-2
66991,1
66992,0
66993,-1
66994,2
66995,-3
66996,4
66997,-5
66998,4
66999,-2
67000,0
67001,2
67002,-3
67003,2
67004,-2
67005,2
67006,-1
67007,1
67008,-1
67009,0
67010,-1
67011,2
67012,-2
67013,3
67014,-4
67015,4
67016,-4
67017,3
67018,-1
67019,-1
67020,3
67021,-4
67022,4
67023,-4
67024,3
67025,-2
67026,2
67027,-3
67028,4
67029,-4
67030,4
67031,-4
67032,2
67033,0
67034,0
67035,0
67036,0
67037,-1
67038,2
67039,-2
67040,2
67041,-2
67042,2
67043,-2
67044,2
67045,-2
67046,2
67047,-2
67048,2
67049,-2
67050,1
67051,-1
67052,1
67053,0
67054,0
67055,-1
67056,1
67057,-1
67058,1
67059,-1
67060,2
67061,-2
67062,1
67063,-1
67064,1
67065,0
67066,0
67067,0
67068,0
67069,0
67070,0
67071,0
67072,0
67073,0
67074,1
67075,-2
67076,2
67077,-2
67078,2
67079,-2
67080,2
67081,-1
67082,0
67083,1
67084,-2
67085,2
67086,-1
67087,0
67088,1
67089,-1
67090,1
67091,-2
67092,2
67093,-2
67094,2
67095,-2
67096,2
67097,-2
67098,2
67099,-2
67100,1
67101,0
67102,0
67103,0
67104,0
67105,1
67106,-2
67107,3
67108,-4
67109,4
67110,-3
67111,3
67112,-3
67113,2
67114,-2
67115,2
67116,-2
67117,3
67118,-4
67119,4
67120,-4
67121,4
67122,-3
67123,2
67124,-1
67125,0
